metabolite,platform_name,super_pathway,sub_pathway,challenge.x,p_value_fasting,significant.x,challenge.y,p_value_pat,significant.y,challenge,p_value_oltt,significant
1-methylguanidine,Metabolon HD4 [nt-ms],Amino Acids,Guanidino and Acetamido Metabolism,Fasting,7.57579355938689e-13,TRUE,PAT,0.359991591350446,FALSE,OLTT,0.000959713946282477,FALSE
1-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,Fasting,5.16066645749194e-12,TRUE,PAT,0.377923844730799,FALSE,OLTT,1.03081264543418e-12,TRUE
1-methylimidazoleacetate,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,Fasting,0.00114863608335401,FALSE,PAT,0.000999515526846711,FALSE,OLTT,4.08821714662709e-05,TRUE
1-methylnicotinamide,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,Fasting,9.41912592824546e-08,TRUE,PAT,0.0334954090921752,FALSE,OLTT,0.00190180144005604,FALSE
1-methylurate,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,2.57375884504697e-05,TRUE,PAT,0.00173690961838453,FALSE,OLTT,9.13407493359893e-06,TRUE
1-methylxanthine,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,3.01125193107188e-06,TRUE,PAT,0.244440102605211,FALSE,OLTT,0.073632604148238,FALSE
1-myristoyl-gpc (14:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,1.32321712538291e-31,TRUE,PAT,0.00326892021308036,FALSE,OLTT,1.36554391944972e-13,TRUE
1-nonadecanoyl-gpc (19:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,9.00658113319739e-06,TRUE,PAT,0.0443129931764888,FALSE,OLTT,8.03745231315705e-05,FALSE
1-oleoyl-gpc (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.00557576050421844,FALSE,PAT,0.00454801462492548,FALSE,OLTT,6.04225560013529e-07,TRUE
1-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.00053265050973464,FALSE,PAT,3.38144106583139e-07,TRUE,OLTT,4.46337938423793e-116,TRUE
1-oleoyl-gpi (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,7.5482589779623e-07,TRUE,PAT,0.985431607229344,FALSE,OLTT,7.27670375960934e-06,TRUE
1-palmitoleoyl-gpc (16:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,2.5158254311535e-07,TRUE,PAT,0.0221385282629365,FALSE,OLTT,3.13443229868008e-11,TRUE
1-palmitoyl-gpc (16:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0969888689966617,FALSE,PAT,0.00322859997226666,FALSE,OLTT,2.0027918606862e-08,TRUE
1-palmitoyl-gpe (16:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0234529347945992,FALSE,PAT,4.35118503379131e-16,TRUE,OLTT,1.19530649843458e-13,TRUE
1-palmitoyl-gpg (16:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0169402887296369,FALSE,PAT,0.0174997382586913,FALSE,OLTT,0.136875474149197,FALSE
1-palmitoyl-gpi (16:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.00433231483109672,FALSE,PAT,0.000154169663635164,FALSE,OLTT,0.251466195117903,FALSE
1-palmitoylglycerol (16:0),Metabolon HD4 [nt-ms],Lipids,Monoacylglycerol,Fasting,0.468301641972845,FALSE,PAT,0.693006094828545,FALSE,OLTT,0.0249094001014243,FALSE
1-palmityl-gpc (o-16:0),Metabolon HD4 [nt-ms],Lipids,Lyso-phospho-ether,Fasting,0.0261523887026144,FALSE,PAT,0.00177467270334751,FALSE,OLTT,5.06926035833606e-09,TRUE
1-pentadecanoyl-gpc (15:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.000777559771428575,FALSE,PAT,0.00146525870204897,FALSE,OLTT,3.14947527741395e-14,TRUE
1-stearoyl-gpc (18:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.000195316429461488,FALSE,PAT,0.0261200428556449,FALSE,OLTT,0.00750567191387282,FALSE
1-stearoyl-gpe (18:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.00373863264732177,FALSE,PAT,6.22952290478857e-09,TRUE,OLTT,0.000561539169364139,FALSE
1-stearoyl-gpi (18:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0150863296095762,FALSE,PAT,1.20233379249788e-05,TRUE,OLTT,0.0931011771413977,FALSE
1-stearyl-gpc (o-18:0),Metabolon HD4 [nt-ms],Lipids,Lyso-phospho-ether,Fasting,0.153230794215675,FALSE,PAT,0.0520472635727527,FALSE,OLTT,7.42177212342389e-05,TRUE
10-undecenoate (11:1n1),Metabolon HD4 [nt-ms],Lipids,Medium Chain Fatty Acid,Fasting,6.05192020575007e-15,TRUE,PAT,4.77235605980855e-22,TRUE,OLTT,1.09973224600957e-10,TRUE
12-hete,Metabolon HD4 [nt-ms],Lipids,Eicosanoid,Fasting,1.0759200272162e-08,TRUE,PAT,0.137670501300485,FALSE,OLTT,4.34260507292199e-10,TRUE
13-hode + 9-hode,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,2.18723349715815e-07,TRUE,PAT,2.5473296263629e-05,TRUE,OLTT,1.56211209945478e-05,TRUE
15-methylpalmitate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Branched",Fasting,1.49492383409509e-09,TRUE,PAT,1.42734753872235e-36,TRUE,OLTT,3.17035747066116e-20,TRUE
16-hydroxypalmitate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,1.4623515327949e-23,TRUE,PAT,1.44395134577716e-10,TRUE,OLTT,5.42349203477631e-27,TRUE
16a-hydroxy dhea 3-sulfate,Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,0.248728037083854,FALSE,PAT,0.00158638744878335,FALSE,OLTT,0.0605595621912743,FALSE
17-methylstearate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Branched",Fasting,8.79003522516631e-09,TRUE,PAT,5.24088749277061e-37,TRUE,OLTT,2.46411158037152e-12,TRUE
17alpha-hydroxypregnenolone sulfate,Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,2.94087127606959e-08,TRUE,PAT,2.33190759797117e-24,TRUE,OLTT,0.000596763028278784,FALSE
2'-deoxyuridine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Uracil containing",Fasting,0.306793153567595,FALSE,PAT,9.23020939653841e-05,FALSE,OLTT,0.11260767530363,FALSE
"2,3-dihydroxyisovalerate",Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,Fasting,2.31878367589272e-30,TRUE,PAT,2.83153485442385e-06,TRUE,OLTT,1.51069920651912e-42,TRUE
2-aminoadipate,Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,Fasting,4.27144583682686e-09,TRUE,PAT,0.249561694412867,FALSE,OLTT,0.0386295261447843,FALSE
2-aminobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,2.70684885537318e-54,TRUE,PAT,0.140866575666148,FALSE,OLTT,3.22536750896578e-11,TRUE
2-aminoheptanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Amino",Fasting,1.15713729402036e-22,TRUE,PAT,0.294861869133424,FALSE,OLTT,0.413225051435908,FALSE
2-aminooctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Amino",Fasting,3.6760777031035e-09,TRUE,PAT,0.0891589253647513,FALSE,OLTT,2.23325258718121e-06,TRUE
2-aminophenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,Fasting,2.76861567710467e-91,TRUE,PAT,7.79095821980161e-11,TRUE,OLTT,0.0065556927741402,FALSE
2-arachidonoyl-gpc (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0201852801477214,FALSE,PAT,0.18469841452751,FALSE,OLTT,0.000380881464161887,FALSE
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,1.23917153870523e-06,TRUE,PAT,0.110240957561553,FALSE,OLTT,0.00603118434346487,FALSE
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,8.67045581658382e-06,TRUE,PAT,0.263620379467291,FALSE,OLTT,0.0032300372347204,FALSE
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,2.73023069430036e-06,TRUE,PAT,0.00202540364771387,FALSE,OLTT,0.000211330454941622,FALSE
2-hydroxy-3-methylvalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,4.63184426410282e-20,TRUE,PAT,1.21329189523328e-09,TRUE,OLTT,5.25265035286037e-08,TRUE
2-hydroxybutyrate/2-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Methionine, Cysteine, SAM and Taurine Metabolism",Fasting,2.93072275304911e-77,TRUE,PAT,3.69392234043529e-51,TRUE,OLTT,1.27455864002805e-28,TRUE
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,0.876086818472,FALSE,PAT,0.00626727614695831,FALSE,OLTT,3.99387675505015e-24,TRUE
2-hydroxyglutarate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",Fasting,0.572758180989689,FALSE,PAT,0.18033383447058,FALSE,OLTT,0.567829047974705,FALSE
2-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,0.00129456176924333,FALSE,PAT,6.15497564866214e-15,TRUE,OLTT,2.34035456242925e-26,TRUE
2-hydroxypalmitate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,0.115592422721643,FALSE,PAT,4.23342701509228e-07,TRUE,OLTT,2.93177270528143e-08,TRUE
2-hydroxyphenylacetate,Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,Fasting,5.20769790816101e-05,TRUE,PAT,0.00787196787018367,FALSE,OLTT,2.87687634326629e-07,TRUE
2-hydroxystearate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,0.185436026409279,FALSE,PAT,0.000421133186232857,FALSE,OLTT,9.77659077967548e-05,FALSE
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0363247635258638,FALSE,PAT,0.234929571117452,FALSE,OLTT,1.3919489944269e-10,TRUE
2-linoleoyl-gpe (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,6.85336810051753e-05,TRUE,PAT,0.000349478959377894,FALSE,OLTT,2.44625739254535e-24,TRUE
2-linoleoylglycerol (18:2),Metabolon HD4 [nt-ms],Lipids,Monoacylglycerol,Fasting,0.18152687745756,FALSE,PAT,0.249488360531408,FALSE,OLTT,0.000113463678924283,FALSE
2-methylbutyrylcarnitine (c5),Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,0.000483415254761469,FALSE,PAT,0.00175764749929496,FALSE,OLTT,1.2109749780175e-11,TRUE
2-methylmalonyl carnitine,Metabolon HD4 [nt-ms],Lipids,Fatty Acid Synthesis,Fasting,0.39681066383452,FALSE,PAT,0.411026362751585,FALSE,OLTT,0.153649024767185,FALSE
2-myristoyl-gpc (14:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,8.05154962306626e-31,TRUE,PAT,0.000185012172504708,FALSE,OLTT,2.6275552581881e-08,TRUE
2-oleoyl-gpc (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0147218999625909,FALSE,PAT,0.26931408154755,FALSE,OLTT,7.81465493284176e-06,TRUE
2-oleoyl-gpe (18:1),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.00232683784760842,FALSE,PAT,0.0142997554373135,FALSE,OLTT,2.52276308252692e-44,TRUE
2-palmitoyl-gpc (16:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.272480618077948,FALSE,PAT,0.045915624134696,FALSE,OLTT,0.000121972106689358,FALSE
2-palmitoyl-gpe (16:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.214573861115238,FALSE,PAT,0.00571684704050494,FALSE,OLTT,0.000584705030167204,FALSE
2-piperidinone,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,Fasting,0.0367590639375289,FALSE,PAT,0.455711139722541,FALSE,OLTT,0.00129711023100136,FALSE
2-pyrrolidinone,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,Fasting,0.263987884256082,FALSE,PAT,0.227876739545934,FALSE,OLTT,0.50687698663602,FALSE
2-stearoyl-gpe (18:0),Metabolon HD4 [nt-ms],Lipids,Lysolipid,Fasting,0.0672829853982896,FALSE,PAT,0.119321420245949,FALSE,OLTT,0.0189988646223931,FALSE
21-hydroxypregnenolone disulfate,Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,5.97178748514535e-06,TRUE,PAT,0.0763083350579221,FALSE,OLTT,7.14552474234711e-06,TRUE
21-hydroxypregnenolone monosulfate (1),Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,6.71528797451385e-05,TRUE,PAT,0.000168646091374819,FALSE,OLTT,0.00178153347291228,FALSE
"3,7-dimethylurate",Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,0.475001205144601,FALSE,PAT,0.000180592139726335,FALSE,OLTT,6.98834133399235e-14,TRUE
3-(4-hydroxyphenyl)lactate,Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,Fasting,1.06930078929888e-07,TRUE,PAT,6.5422506146942e-16,TRUE,OLTT,5.53795196272124e-05,TRUE
3-aminoisobutyrate,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Thymine containing",Fasting,8.82270876728057e-23,TRUE,PAT,1.21634071382908e-09,TRUE,OLTT,1.29872492893618e-09,TRUE
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf),Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Dicarboxylate",Fasting,0.0891301828418368,FALSE,PAT,0.00140486449455489,FALSE,OLTT,0.0824573001346494,FALSE
3-hydroxy-2-ethylpropionate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,7.77375654451982e-10,TRUE,PAT,7.74098187597556e-06,TRUE,OLTT,0.00293443141136464,FALSE
3-hydroxy-3-methylglutarate,Metabolon HD4 [nt-ms],Lipids,Mevalonate Metabolism,Fasting,1.52977435603373e-16,TRUE,PAT,3.60815024922687e-08,TRUE,OLTT,9.66999705213077e-40,TRUE
3-hydroxybutyrate (bhba),Metabolon HD4 [nt-ms],Lipids,Ketone Bodies,Fasting,3.53079378918527e-105,TRUE,PAT,1.63973125484242e-49,TRUE,OLTT,4.48738178609901e-53,TRUE
3-hydroxybutyrylcarnitine (1),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,1.41493016963943e-114,TRUE,PAT,1.45213865554442e-18,TRUE,OLTT,3.61285960722735e-16,TRUE
3-hydroxybutyrylcarnitine (2),Metabolon HD4 [nt-ms],Lipids,Fatty Acid Metabolism (Acyl Carnitine),Fasting,8.2488898650323e-56,TRUE,PAT,1.09299416493742e-17,TRUE,OLTT,1.74852469946519e-29,TRUE
3-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,9.1514475508568e-08,TRUE,PAT,1.03077373299425e-29,TRUE,OLTT,1.00309449620178e-44,TRUE
3-hydroxyhippurate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,Fasting,1.18351671913219e-17,TRUE,PAT,2.6744039911562e-09,TRUE,OLTT,4.23062525225191e-06,TRUE
3-hydroxyisobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,4.80761158291138e-22,TRUE,PAT,1.32775979658122e-10,TRUE,OLTT,0.00704953283560285,FALSE
3-hydroxylaurate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,2.50847954377382e-07,TRUE,PAT,2.17469931027995e-31,TRUE,OLTT,3.33874078687543e-44,TRUE
3-hydroxymyristate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,8.73598823943954e-08,TRUE,PAT,6.10424366483845e-24,TRUE,OLTT,2.71839534150948e-37,TRUE
3-hydroxyoctanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",Fasting,2.07169857798781e-06,TRUE,PAT,6.29074430874208e-15,TRUE,OLTT,6.65129080123635e-46,TRUE
3-hydroxypyridine sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,Fasting,5.7196576633211e-05,TRUE,PAT,1.99234462499129e-16,TRUE,OLTT,1.84345914467039e-28,TRUE
3-indoxyl sulfate,Metabolon HD4 [nt-ms],Amino Acids,Tryptophan Metabolism,Fasting,4.73288055591371e-06,TRUE,PAT,3.25279434477776e-08,TRUE,OLTT,1.47867618550965e-05,TRUE
3-methoxytyrosine,Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,Fasting,0.397249181720808,FALSE,PAT,0.369302559527314,FALSE,OLTT,0.667953876756279,FALSE
3-methyl-2-oxobutyrate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,8.48015853884685e-11,TRUE,PAT,7.65715941298415e-07,TRUE,OLTT,3.04660152824028e-06,TRUE
3-methyl-2-oxovalerate,Metabolon HD4 [nt-ms],Amino Acids,"Leucine, Isoleucine and Valine Metabolism",Fasting,9.80155895157669e-25,TRUE,PAT,1.33555072952778e-19,TRUE,OLTT,1.10425552030415e-13,TRUE
3-methylcytidine,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Cytidine containing",Fasting,0.00319429449832636,FALSE,PAT,0.232335547937458,FALSE,OLTT,0.0992600665333184,FALSE
3-methylglutarylcarnitine (2),Metabolon HD4 [nt-ms],Amino Acids,Lysine Metabolism,Fasting,0.000207541625551356,FALSE,PAT,0.0193072074367538,FALSE,OLTT,0.00309157394354298,FALSE
3-methylhistidine,Metabolon HD4 [nt-ms],Amino Acids,Histidine Metabolism,Fasting,7.97402868472517e-52,TRUE,PAT,0.116922946316108,FALSE,OLTT,7.04726472952414e-28,TRUE
3-methylxanthine,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,Fasting,5.20894612402164e-17,TRUE,PAT,0.00192389163243777,FALSE,OLTT,4.92447140838556e-13,TRUE
3-phenylpropionate (hydrocinnamate),Metabolon HD4 [nt-ms],Amino Acids,Phenylalanine and Tyrosine Metabolism,Fasting,5.61028860992558e-09,TRUE,PAT,3.80863710717426e-06,TRUE,OLTT,2.35306339962459e-07,TRUE
3-phosphoglycerate,Metabolon HD4 [nt-ms],Carbohydrates,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",Fasting,0.260165743871038,FALSE,PAT,0.000179847071160725,FALSE,OLTT,0.000740556445516441,FALSE
3-ureidopropionate,Metabolon HD4 [nt-ms],Nucleotides,"Pyrimidine Metabolism, Uracil containing",Fasting,0.00903306863494149,FALSE,PAT,0.022739116507804,FALSE,OLTT,3.89667700088495e-09,TRUE
3b-hydroxy-5-cholenoic acid,Metabolon HD4 [nt-ms],Lipids,Secondary Bile Acid Metabolism,Fasting,0.0039362232997925,FALSE,PAT,0.00134490519107347,FALSE,OLTT,0.00401041792570552,FALSE
"3beta,7alpha-dihydroxy-5-cholestenoate",Metabolon HD4 [nt-ms],Lipids,Secondary Bile Acid Metabolism,Fasting,0.00137325438607307,FALSE,PAT,0.00207517554938775,FALSE,OLTT,0.330355842539525,FALSE
4-acetamidobutanoate,Metabolon HD4 [nt-ms],Amino Acids,Polyamine Metabolism,Fasting,0.0185837642213551,FALSE,PAT,0.512486276730459,FALSE,OLTT,0.386274029769819,FALSE
4-allylphenol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,Fasting,1.06809457962639e-11,TRUE,PAT,0.0184034525853769,FALSE,OLTT,2.17145511961628e-17,TRUE
"4-androsten-3alpha,17alpha-diol monosulfate (2)",Metabolon HD4 [nt-ms],Lipids,Steroid,Fasting,1.95384722424707e-18,TRUE,PAT,1.06332137494013e-05,TRUE,OLTT,2.48041110289843e-13,TRUE
